PackageID,Product,MetrcQty,CurrentQty,Supplier,Cost,CostPerItem,Synced,OriginalQuantity,MetrcTag,ExternalID,ActivatedAt,MetrcName
D000022729,Live Resin Cartridge - Girl Scout Cookies - 1g,,,"Okie Botanical Extractors, LLC",$40.00 ,$8.00 ,Yes,5,1A40E0100002A3D000022729,4803923,3/7/2023,Live Resin Cartridge - Girl Scout Cookies - 1g
D000022727,Live Resin Cartridge - Blueberry Muffin - 1g,,,"Okie Botanical Extractors, LLC",$40.00 ,$8.00 ,Yes,5,1A40E0100002A3D000022727,4803922,3/7/2023,Live Resin Cartridge - Blueberry Muffin - 1g
D000022728,Live Resin Cartridge - Fortune Cookie - 1g,,,"Okie Botanical Extractors, LLC",$40.00 ,$8.00 ,Yes,5,1A40E0100002A3D000022728,4803358,3/7/2023,Live Resin Cartridge - Fortune Cookie - 1g
B000056208,RSO (Rick Simpson Oil) - RSO - 1g,,,,$50.00 ,$10.00 ,Yes,5,1A40E010000322B000056208,4790079,3/8/2023,RSO (Rick Simpson Oil) - RSO - 1g
B000056207,CO2 Joint - White Runtz,,,,$5.00 ,$5.00 ,Yes,1,1A40E010000322B000056207,4790000,3/8/2023,CO2 Joint - White Runtz
B000056205,Infused Preroll 1g - The Worker - 1g,-4,,,$20.00 ,$2.00 ,Yes,10,1A40E010000322B000056205,4790077,3/8/2023,Infused Preroll 1g - The Worker - 1g
B000056206,CO2 Joint - White Runtz,,,,$75.00 ,$5.00 ,Yes,15,1A40E010000322B000056206,4790078,3/8/2023,CO2 Joint - White Runtz
B000056204,CO2 Joint - Sweet Thang,,,,$75.00 ,$5.00 ,Yes,15,1A40E010000322B000056204,4790075,3/8/2023,CO2 Joint - Sweet Thang
B000056203,Infused Preroll 1g - Star Dawg - 1g,1,,,$20.00 ,$2.00 ,Yes,10,1A40E010000322B000056203,4790074,3/8/2023,Infused Preroll 1g - Star Dawg - 1g
B000056202,Infused Preroll 1g - Maui Waui - 1g,,,,$20.00 ,$2.00 ,Yes,10,1A40E010000322B000056202,4790073,3/8/2023,Infused Preroll 1g - Maui Waui - 1g
B000056201,Infused Preroll 1g - Mac 1 - 1g,1,,,$20.00 ,$2.00 ,Yes,10,1A40E010000322B000056201,4790072,3/8/2023,Infused Preroll 1g - Mac 1 - 1g
B000056200,CO2 Joint - Grape Stomper,,,,$75.00 ,$5.00 ,Yes,15,1A40E010000322B000056200,4790071,3/8/2023,CO2 Joint - Grape Stomper
B000056199,Infused Preroll 1g - Grand Daddy Purp - 1g,,,,$20.00 ,$2.00 ,Yes,10,1A40E010000322B000056199,4790070,3/8/2023,Infused Preroll 1g - Grand Daddy Purp - 1g
B000056198,Infused Preroll 1g - Gelato - 1g,,,,$2.00 ,$2.00 ,Yes,1,1A40E010000322B000056198,4790069,3/8/2023,Infused Preroll 1g - Gelato - 1g
B000056197,Infused Preroll 1g - Gelato - 1g,1,,,$20.00 ,$2.00 ,Yes,10,1A40E010000322B000056197,4790068,3/8/2023,Infused Preroll 1g - Gelato - 1g
B000056195,Infused Preroll 1g - Forbidden Fruit - 1g,2,,,$20.00 ,$2.00 ,Yes,10,1A40E010000322B000056195,4790066,3/8/2023,Infused Preroll 1g - Forbidden Fruit - 1g
B000056196,Infused Preroll 1g - Fruit of the Gods - 1g,,,,$20.00 ,$2.00 ,Yes,10,1A40E010000322B000056196,4790067,3/8/2023,Infused Preroll 1g - Fruit of the Gods - 1g
B000056194,Infused Preroll 1g - Devils Crack - 1g,,,,$20.00 ,$2.00 ,Yes,10,1A40E010000322B000056194,4790065,3/8/2023,Infused Preroll 1g - Devils Crack - 1g
B000056193,Infused Preroll 1g - Blue Dream - 1g,,,,$2.00 ,$2.00 ,Yes,1,1A40E010000322B000056193,4790064,3/8/2023,Infused Preroll 1g - Blue Dream - 1g
B000056192,Infused Preroll 1g - Blue Dream - 1g,,,,$20.00 ,$2.00 ,Yes,10,1A40E010000322B000056192,4790062,3/8/2023,Infused Preroll 1g - Blue Dream - 1g
B000056191,Infused Preroll 1g - AK-47 - 1g,-1,,,$20.00 ,$2.00 ,Yes,10,1A40E010000322B000056191,4790061,3/8/2023,Infused Preroll 1g - AK-47 - 1g
B000003897,CRANBERRY KUSH TANK api errors,1,,,$0.01 ,$0.01 ,Yes,1,1A40E0100016F3B000003897,4763943,9/5/2024,CRANBERRY KUSH TANK
B000003898,WEDDING CAKE CERAMIC api errors,1,,,$0.01 ,$0.01 ,Yes,1,1A40E0100016F3B000003898,4763944,9/5/2024,WEDDING CAKE CERAMIC
D000053775,Country Cannabis - Caramels 500mg - 72.5g api errors,1,,,$0.01 ,$0.01 ,Yes,1,1A40E010000490D000053775,4781829,9/5/2024,Country Cannabis - Caramels 500mg - 72.5g
D000053773,Transcendence - Hard Candy - Cherry Limeade - 40g,1,,,$0.01 ,$0.01 ,Yes,1,1A40E010000490D000053773,4781827,9/5/2024,Transcendence - Hard Candy - Cherry Limeade - 40g
D000053774,Transcendence - Gummies - 500mg - Tangerine - 40g api errors,1,,,$0.01 ,$0.01 ,Yes,1,1A40E010000490D000053774,4781828,9/5/2024,Transcendence - Gummies - 500mg - Tangerine - 40g
D000053772,Transcendence - Sucker - Pink Lemonade - Pink Lemonade - 15gn api errors,1,,,$0.01 ,$0.01 ,Yes,1,1A40E010000490D000053772,4781826,9/5/2024,Transcendence - Sucker - Pink Lemonade - Pink Lemonade - 15g
D000053771,Transcendence - Sucker - Watermelon - Watermelon - 15gb api errors,1,,,$0.01 ,$0.01 ,Yes,1,1A40E010000490D000053771,4781825,9/5/2024,Transcendence - Sucker - Watermelon - Watermelon - 15g
D000020324,api errors,1,,,$0.01 ,$0.01 ,Yes,1,1A40E010000278D000020324,4741400,9/5/2024,Releaf Labs - Limited Edition Caviar - Runtz - 1g
D000020323,Live Resin Concentrate - Peanut Butter Breath - 1g API ERROR,,,,$0.01 ,$0.01 ,Yes,1,1A40E010000278D000020323,4741399,9/5/2024,Live Resin Concentrate - Peanut Butter Breath - 1g
D000020321,Releaf Labs - Disposable 1g Pen - Watermelon OG - 1g api errors,1,,,$0.01 ,$0.01 ,Yes,1,1A40E010000278D000020321,4741591,9/5/2024,Releaf Labs - Disposable 1g Pen - Watermelon OG - 1g
D000020322,ALTRD - ThunderBlunt - Purple Terple - 2g api errors,1,,,$0.01 ,$0.01 ,Yes,1,1A40E010000278D000020322,4741592,9/5/2024,ALTRD - ThunderBlunt - Purple Terple - 2g
D000020320,Purple Reign - 1g Vape Cartridge - Thin Mint Cookies - 1g api error,1,,,$0.01 ,$0.01 ,Yes,1,1A40E010000278D000020320,4741590,9/5/2024,Purple Reign - 1g Vape Cartridge - Thin Mint Cookies - 1g
D000020318,Purple Reign - 1g Vape Cartridge - Harlequin - 1g api errors,1,,,$0.01 ,$0.01 ,Yes,1,1A40E010000278D000020318,4741397,9/5/2024,Purple Reign - 1g Vape Cartridge - Harlequin - 1g
D000020319,Releaf Labs - 2g Live Resin Disposable Pen - Purple Panty Dropper - 2g api errors,1,,,$0.01 ,$0.01 ,Yes,1,1A40E010000278D000020319,4741588,9/5/2024,Releaf Labs - 2g Live Resin Disposable Pen - Purple Panty Dropper - 2g
6000002635,Rx3 1ml Nano api errors,1,,,$0.01 ,$0.01 ,Yes,1,1A40E0100000006000002635,4709441,9/5/2024,Rx3 1ml Nano
6000002634,6 pk 100mg Arcadia Lite Blend 600mg,1,,,$0.01 ,$0.01 ,Yes,1,1A40E0100000006000002634,4709440,9/5/2024,6 pk 100mg Arcadia Lite Blend 600mg
175118685,Butane,,,C Store Imports,$20.00 ,$2.00 ,No,10,,,3/6/2023,
D000000448,Gelato 33 flowers,,,,$1.00 ,$1.00 ,Yes,1,1A40E01000173ED000000448,4787701,3/6/2023,Gelato 33 flowers
D000000447,Gelato 33 flowers,,,,$32.27 ,$1.77 ,Yes,18.23,1A40E01000173ED000000447,4786697,3/6/2023,Gelato 33 flowers
D000000445,Gelato 33 flowers,,,,$29.38 ,$1.77 ,Yes,16.6,1A40E01000173ED000000445,4786686,3/6/2023,Gelato 33 flowers
D000000446,Gelato 33 flowers,,,,$82.45 ,$1.77 ,Yes,46.58,1A40E01000173ED000000446,4787284,3/6/2023,Gelato 33 flowers
D000000444,Blackwell - Slurty 3 SMALL flowers,43.04,,,$100.00 ,$1.00 ,Yes,100,1A40E01000173ED000000444,4785806,3/6/2023,Blackwell - Slurty 3 flowers
E000003210,Treehouse Farms - Cured Badder - Jelly Drip x Honey Biscuit - 1g api errors,1,,,$0.01 ,$0.01 ,Yes,1,1A40E010000277E000003210,4687263,9/5/2024,Treehouse Farms - Cured Badder - Jelly Drip x Honey Biscuit - 1g
D000000443,Blackwell - Apple Fritters small flowers,,,,$79.90 ,$1.00 ,Yes,79.9,1A40E01000173ED000000443,4776711,3/4/2023,Blackwell - Apple Fritters small flowers
D000000442,Blackwell - Cement Shoes small flowers,0.0033,,,$100.00 ,$1.00 ,Yes,100,1A40E01000173ED000000442,4776708,3/4/2023,Blackwell - Cement Shoes small flowers
D000000440,Blackwell - Slurty 3 small flowers,0.17,,,$145.00 ,$1.00 ,Yes,145,1A40E01000173ED000000440,4776704,3/4/2023,Blackwell - Slurty 3 small flowers
D000000441,Cement Shoes flowers,5.4667,,,$175.00 ,$1.75 ,Yes,100,1A40E01000173ED000000441,4776707,3/4/2023,Cement Shoes flowers
D000000439,Blackwell - Slurty 3 flowers,,,,$323.75 ,$1.75 ,Yes,185,1A40E01000173ED000000439,4776703,3/4/2023,Blackwell - Slurty 3 flowers
D000000438,Blackwell - Oreoz small flowers,,,,$448.00 ,$1.00 ,Yes,448,1A40E01000173ED000000438,4776603,3/4/2023,Blackwell - Oreoz small flowers
D000000437,Oreoz flowers,,,,$267.75 ,$1.75 ,Yes,153,1A40E01000173ED000000437,4776602,3/4/2023,Oreoz flowers
9000000316,Live Hash Rosin - Animal Star Cookies - 1g,,,"Bryan Kugel Farms, LLC",$100.00 ,$20.00 ,Yes,5,1A40E0100015D39000000316,3876827,3/3/2023,Live Hash Rosin - Animal Star Cookies - 1g
9000000402,Live Hash Rosin - Yellow Runtz - 1g,,,"Bryan Kugel Farms, LLC",$100.00 ,$20.00 ,Yes,5,1A40E0100015D39000000402,4706517,3/3/2023,Live Hash Rosin - Yellow Runtz - 1g
D000000367,Gelato 33 small flowers api errors,6.96,,,$0.07 ,$0.01 ,Yes,6.96,1A40E01000173ED000000367,4573923,9/5/2024,Gelato 33 small flowers
174741567,Bic Lighter,,10,C Store Imports,$45.00 ,$1.00 ,No,45,,,3/2/2023,
D000000436,Apple Fritter clones api errors,2,,"Blackwell Investments, LLC",$0.02 ,$0.01 ,Yes,2,1A40E01000173ED000000436,4737213,9/5/2024,Apple Fritter clones
D000000433,Gelato 33 clones api errors,6,,"Blackwell Investments, LLC",$0.06 ,$0.01 ,Yes,6,1A40E01000173ED000000433,4737210,9/5/2024,Gelato 33 clones
D000000435,Oreo clones,2,,"Blackwell Investments, LLC",$0.02 ,$0.01 ,Yes,2,1A40E01000173ED000000435,4737212,9/5/2024,Oreo clones
D000000434,Lemon Cherry Gelato clones api errors,2,,"Blackwell Investments, LLC",$0.02 ,$0.01 ,Yes,2,1A40E01000173ED000000434,4737211,9/5/2024,Lemon Cherry Gelato clones
24920,SKY CHEECH AND CHONG LIGHTER,,,C Store Imports,$36.90 ,$2.46 ,No,15,,,2/28/2023,
30316,RAW ROLLING TRAY LARGE,,,C Store Imports,$13.98 ,$6.99 ,No,2,,,2/28/2023,
30386,GLASS WATER PIPE GLYCERIN,,1,C Store Imports,$33.99 ,$33.99 ,No,1,,,2/28/2023,
30388,405 GLYCERIN WATER PIPE,,,C Store Imports,$24.99 ,$24.99 ,No,1,,,2/28/2023,
26919,HONEY LABS VAPOR STRAW TITANIUM,,,C Store Imports,$13.99 ,$13.99 ,No,1,,,2/28/2023,
22919,GLASS STRIPED STRAW,,,C Store Imports,$7.50 ,$2.50 ,No,3,,,2/28/2023,
24007,PULSAR GLASS VAPOR STRAW 10,,,C Store Imports,$6.00 ,$6.00 ,No,1,,,2/28/2023,
29980,QUARTZ TERP SLUPPER SET 3 PC,,,C Store Imports,$13.98 ,$6.99 ,No,2,,,2/28/2023,
30611,RAW PINNER TRAY/MAGNET,,,C Store Imports,$4.00 ,$2.00 ,No,2,,,2/28/2023,
25044,GLASS CHARACTER DAB TOOL,,,C Store Imports,$3.50 ,$3.50 ,No,1,,,2/28/2023,
29472,TERP SLURPER FULLY WELD 3 PC,,,C Store Imports,$16.99 ,$16.99 ,No,1,,,2/28/2023,
29614,FULLY WELD BANGER 3PC,,,C Store Imports,$13.99 ,$13.99 ,No,1,,,2/28/2023,
D000000417,Blackwell - Oreoz small flowers,,,,$453.59 ,$1.00 ,Yes,453.59,1A40E01000173ED000000417,4704457,2/28/2023,Blackwell - Oreoz small flowers
D000000416,Blackwell - Slurty 3 small flowers,,,,$453.59 ,$1.00 ,Yes,453.59,1A40E01000173ED000000416,4704904,2/28/2023,Blackwell - Slurty 3 small flowers
D000000415,Blackwell - Cap Junky flowers,,,,$545.95 ,$1.79 ,Yes,305,1A40E01000173ED000000415,4704173,2/28/2023,Blackwell - Cap Junky flowers
B000053861,CO2 Joint - White Runtz,1,,,$0.10 ,$0.10 ,Yes,1,1A40E010000322B000053861,4676011,2/27/2023,CO2 Joint - White Runtz
B000053860,Infused Preroll 1g - Gelato - 1g,,,,$2.00 ,$2.00 ,Yes,1,1A40E010000322B000053860,4676010,2/27/2023,Infused Preroll 1g - Gelato - 1g
B000053858,RSO (Rick Simpson Oil) - RSO - 1g,,,,$50.00 ,$10.00 ,Yes,5,1A40E010000322B000053858,4676008,2/27/2023,RSO (Rick Simpson Oil) - RSO - 1g
B000053859,Infused Preroll 1g - Blue Dream - 1g,,,,$2.00 ,$2.00 ,Yes,1,1A40E010000322B000053859,4676009,2/27/2023,Infused Preroll 1g - Blue Dream - 1g
B000053857,Infused Preroll 1g - The Worker - 1g,,,,$20.00 ,$2.00 ,Yes,10,1A40E010000322B000053857,4676007,2/27/2023,Infused Preroll 1g - The Worker - 1g
B000053856,Infused Preroll 1g - Star Dawg - 1g,,,,$20.00 ,$2.00 ,Yes,10,1A40E010000322B000053856,4676006,2/27/2023,Infused Preroll 1g - Star Dawg - 1g
B000053855,Infused Preroll 1g - Maui Waui - 1g,1,,,$20.00 ,$2.00 ,Yes,10,1A40E010000322B000053855,4676005,2/27/2023,Infused Preroll 1g - Maui Waui - 1g
B000053854,Infused Preroll 1g - Mac 1 - 1g,-1,,,$20.00 ,$2.00 ,Yes,10,1A40E010000322B000053854,4676004,2/27/2023,Infused Preroll 1g - Mac 1 - 1g
B000053853,Infused Preroll 1g - Gelato - 1g,,,,$20.00 ,$2.00 ,Yes,10,1A40E010000322B000053853,4676003,2/27/2023,Infused Preroll 1g - Gelato - 1g
B000053852,Infused Preroll 1g - Fruit of the Gods - 1g,3,,,$20.00 ,$2.00 ,Yes,10,1A40E010000322B000053852,4676002,2/27/2023,Infused Preroll 1g - Fruit of the Gods - 1g
B000053851,Infused Preroll 1g - Forbidden Fruit - 1g,1,,,$20.00 ,$2.00 ,Yes,10,1A40E010000322B000053851,4676001,2/27/2023,Infused Preroll 1g - Forbidden Fruit - 1g
B000053850,Infused Preroll 1g - Blue Dream - 1g,,,,$20.00 ,$2.00 ,Yes,10,1A40E010000322B000053850,4675300,2/27/2023,Infused Preroll 1g - Blue Dream - 1g
B000053849,Infused Preroll 1g - AK-47 - 1g,2,,,$20.00 ,$2.00 ,Yes,10,1A40E010000322B000053849,4675299,2/27/2023,Infused Preroll 1g - AK-47 - 1g
B000000088,Rose Diamonds,,,,$180.00 ,$90.00 ,Yes,2,1A40E010002AEBB000000088,4689683,2/27/2023,Rose Diamonds
B000000087,Rose Diamonds,,,,$180.00 ,$180.00 ,Yes,1,1A40E010002AEBB000000087,4689472,2/27/2023,Rose Diamonds
B000000086,Sweet Cheesus,,,,$35.00 ,$7.00 ,Yes,5,1A40E010002AEBB000000086,4688876,2/27/2023,Sweet Cheesus
B000000085,Bittersweet Live Resin,,,,$35.00 ,$7.00 ,Yes,5,1A40E010002AEBB000000085,4689464,2/27/2023,Bittersweet Live Resin
1000015892,Gummies Sour Blue Razzberry - 1000mg api error,1,,,$0.01 ,$0.01 ,Yes,1,1A40E0100001521000015892,4681606,9/5/2024,Gummies Sour Blue Razzberry - 1000mg
1000015891,Concentrate-9 lb. Hammer Micro Diamonds,1,,,$0.01 ,$0.01 ,Yes,1,1A40E0100001521000015891,4681541,9/5/2024,Concentrate-9 lb. Hammer Micro Diamonds
1000015890,Cart V3 Unicorn Piss (H) 1g api errors,1,,,$0.01 ,$0.01 ,Yes,1,1A40E0100001521000015890,4681540,9/5/2024,Cart V3 Unicorn Piss (H) 1g
1000015889,Giggle Sticks (Slurricane),1,,,$0.01 ,$0.01 ,Yes,1,1A40E0100001521000015889,4681200,9/5/2024,Giggle Sticks (Slurricane)
1000015888,Giggle Sticks (Blue Widow) api errors,1,,,$0.01 ,$0.01 ,Yes,1,1A40E0100001521000015888,4681521,9/5/2024,Giggle Sticks (Blue Widow)
1000015887,Edible - Milk Crunch - 1000mg api errors,1,,,$0.01 ,$0.01 ,Yes,1,1A40E0100001521000015887,4681507,9/5/2024,Edible - Milk Crunch - 1000mg
1000015886,Edible - Sugar Free Milk - 1000mg api errors,1,,,$0.01 ,$0.01 ,Yes,1,1A40E0100001521000015886,4681505,9/5/2024,Edible - Sugar Free Milk - 1000mg
E000003144,Treehouse Farms - Live Badder Buckets - Wilson Zero x Ice Cream Cake - 3.5g,,,,$16.25 ,$16.25 ,Yes,1,1A40E010000277E000003144,4649884,2/28/2023,Treehouse Farms - Live Badder Buckets - Wilson Zero x Ice Cream Cake - 3.5g
E000003217,Treehouse Farms - Live Badder - Wilson Zero x Ice Cream Cake - 1g,,,,$26.25 ,$5.25 ,Yes,5,1A40E010000277E000003217,4687273,2/28/2023,Treehouse Farms - Live Badder - Wilson Zero x Ice Cream Cake - 1g
E000003216,Treehouse Farms - Live Badder - Truffle Monkey x Heat Seeker - 1g,,,,$26.25 ,$5.25 ,Yes,5,1A40E010000277E000003216,4687272,2/28/2023,Treehouse Farms - Live Badder - Truffle Monkey x Heat Seeker - 1g
E000003215,Treehouse Farms - Live Badder Buckets - Supersonic x Star Dawg - 3.5g,,,,$16.25 ,$16.25 ,Yes,1,1A40E010000277E000003215,4687271,2/28/2023,Treehouse Farms - Live Badder Buckets - Supersonic x Star Dawg - 3.5g
E000003214,Treehouse Farms - Live Badder - Supersonic x Star Dawg - 1g,-1,,,$26.25 ,$5.25 ,Yes,5,1A40E010000277E000003214,4687269,2/28/2023,Treehouse Farms - Live Badder - Supersonic x Star Dawg - 1g
E000003213,Treehouse Farms - Live Diamonds - Peach Power Punch - 1g,,,,$35.00 ,$7.00 ,Yes,5,1A40E010000277E000003213,4687267,2/28/2023,Treehouse Farms - Live Diamonds - Peach Power Punch - 1g
E000003212,Treehouse Farms - Live Badder Buckets - Limonata Drop - 3.5g,,,,$16.50 ,$16.50 ,Yes,1,1A40E010000277E000003212,4687266,2/28/2023,Treehouse Farms - Live Badder Buckets - Limonata Drop - 3.5g
E000003210,Treehouse Farms - Cured Badder - Jelly Drip x Honey Biscuit - 1g,1,,,$26.25 ,$5.25 ,Yes,5,1A40E010000277E000003210,4687263,2/28/2023,Treehouse Farms - Cured Badder - Jelly Drip x Honey Biscuit - 1g
E000003211,Treehouse Farms - Live Badder - Limonata Drop - 1g,1,,,$26.25 ,$5.25 ,Yes,5,1A40E010000277E000003211,4687264,2/28/2023,Treehouse Farms - Live Badder - Limonata Drop - 1g
E000003209,Treehouse Farms - Cured Badder - Gelato 33 - 1g,,,,$26.25 ,$5.25 ,Yes,5,1A40E010000277E000003209,4687262,2/28/2023,Treehouse Farms - Cured Badder - Gelato 33 - 1g
E000003207,Treehouse Farms - Live Badder - Gaschata - 1g,,,,$26.25 ,$5.25 ,Yes,5,1A40E010000277E000003207,4687258,2/28/2023,Treehouse Farms - Live Badder - Gaschata - 1g
E000003208,Treehouse Farms - Live Badder Buckets - Gaschata - 3.5g,,,,$16.25 ,$16.25 ,Yes,1,1A40E010000277E000003208,4687259,2/28/2023,Treehouse Farms - Live Badder Buckets - Gaschata - 3.5g
E000003205,Treehouse Farms - Pre-Roll 2-Packs - Tourmaline x Dosido - 1.2g,,,,$17.50 ,$1.75 ,Yes,10,1A40E010000277E000003205,4687255,2/28/2023,Treehouse Farms - Pre-Roll 2-Packs - Tourmaline x Dosido - 1.2g
E000003206,Treehouse Farms - Pre-Roll 2-Pack - Very Cherry x Velvet Heat - 1.2g,,,,$17.50 ,$1.75 ,Yes,10,1A40E010000277E000003206,4687256,2/28/2023,Treehouse Farms - Pre-Roll 2-Pack - Very Cherry x Velvet Heat - 1.2g
E000003204,Treehouse Farms - Pre-Roll 2-Packs - Supersonic x Tourmaline - 1.2g,,,,$17.50 ,$1.75 ,Yes,10,1A40E010000277E000003204,4687254,2/28/2023,Treehouse Farms - Pre-Roll 2-Packs - Supersonic x Tourmaline - 1.2g
E000003203,Treehouse Farms - Pre-Roll 2-Pack - Oreoz x Ice Cream Cake - 1.2g,1,,,$17.50 ,$1.75 ,Yes,10,1A40E010000277E000003203,4687252,2/28/2023,Treehouse Farms - Pre-Roll 2-Pack - Oreoz x Ice Cream Cake - 1.2g
E000003202,Treehouse Farms - Pre-Roll 2-Packs - Honey Biscuit x Dosido - 1.2g,3,,,$17.50 ,$1.75 ,Yes,10,1A40E010000277E000003202,4687251,2/28/2023,Treehouse Farms - Pre-Roll 2-Packs - Honey Biscuit x Dosido - 1.2g
E000003201,Distillate Carts - Sour Mango - 1g,,,,$22.50 ,$4.50 ,Yes,5,1A40E010000277E000003201,4687250,2/28/2023,Distillate Carts - Sour Mango - 1g
E000003200,Distillate Carts - Pineapple - 1g,,,,$22.50 ,$4.50 ,Yes,5,1A40E010000277E000003200,4687248,2/28/2023,Distillate Carts - Pineapple - 1g
E000003199,Distillate Carts - Blackberry - 1g,,,,$22.50 ,$4.50 ,Yes,5,1A40E010000277E000003199,4687247,2/28/2023,Distillate Carts - Blackberry - 1g
E000003198,Distillate Carts - Biscotti - 1g,,,,$22.50 ,$4.50 ,Yes,5,1A40E010000277E000003198,4687246,2/28/2023,Distillate Carts - Biscotti - 1g
E000003192,Treehouse Farms - Live Badder Buckets - Truffle Monkey x Heat Seeker - 3.5g,,,,$16.25 ,$16.25 ,Yes,1,1A40E010000277E000003192,4687156,2/28/2023,Treehouse Farms - Live Badder Buckets - Truffle Monkey x Heat Seeker - 3.5g
7000002035,Forbidden Fruit Carts api errors,2,,,$0.02 ,$0.01 ,Yes,2,1A40E01000170D7000002035,4671880,9/5/2024,Forbidden Fruit Carts
9000035049,Vape Cartridge | Oryon | Disposable | 2000mg | Georgia Peach api errors,1,,,$0.01 ,$0.01 ,Yes,1,1A40E0100002349000035049,4647872,9/5/2024,Vape Cartridge | Oryon | Disposable | 2000mg | Georgia Peach
174483755,green nectar collector,,,C Store Imports,$12.50 ,$12.50 ,No,1,,,2/27/2023,
174483753,nectar collector,,,C Store Imports,$10.00 ,$10.00 ,No,1,,,2/27/2023,
D000000411,Blackwell - Jealousy flowers,,,,$793.78 ,$1.75 ,Yes,453.59,1A40E01000173ED000000411,4672816,2/25/2023,Blackwell - Jealousy flowers
D000000410,Blackwell - Slurty 3 small flowers,,,,$140.00 ,$1.00 ,Yes,140,1A40E01000173ED000000410,4673021,2/25/2023,Blackwell - Slurty 3 small flowers
D000000409,Blackwell - Slurty 3 small flowers,,,,$793.78 ,$1.75 ,Yes,453.59,1A40E01000173ED000000409,4673020,2/25/2023,Blackwell - Slurty 3 flowers
174248736,Raw 300's,,,C Store Imports,$25.00 ,$2.50 ,No,10,,,2/24/2023,
174248689,cherry bomb,,,C Store Imports,$5.00 ,$1.00 ,No,5,,,2/24/2023,
174248662,zig zags,,,C Store Imports,$8.00 ,$1.00 ,No,8,,,2/24/2023,
174248632,blazy susans,,,C Store Imports,$25.00 ,$1.00 ,No,25,,,2/24/2023,
174248589,Blink Torch,,,C Store Imports,$11.00 ,$11.00 ,No,1,,,2/24/2023,
174248527,Hand Pipe,,,C Store Imports,$50.00 ,$2.50 ,No,20,,,2/24/2023,
174248521,Beaker Bong Designer,,,C Store Imports,$35.00 ,$35.00 ,No,1,,,2/24/2023,
174248399,Pulsar Glycerin Straw,,,C Store Imports,$15.00 ,$15.00 ,No,1,,,2/24/2023,
5000012982,CHRY MED Sample api errors,1,,,$0.01 ,$0.01 ,Yes,1,1A40E010001F915000012982,4563134,9/5/2024,CHRY MED Sample
5000012983,APL MED Sample api errors,1,,,$0.01 ,$0.01 ,Yes,1,1A40E010001F915000012983,4563135,9/5/2024,APL MED Sample
5000012980,RB MED Sample api errors,1,,,$0.01 ,$0.01 ,Yes,1,1A40E010001F915000012980,4563130,9/5/2024,RB MED Sample
5000012981,MB MED Sample api errors,1,,,$0.01 ,$0.01 ,Yes,1,1A40E010001F915000012981,4563133,9/5/2024,MB MED Sample
5000012979,APL Sample api errors,1,,,$0.01 ,$0.01 ,Yes,1,1A40E010001F915000012979,4563125,9/5/2024,APL Sample
5000012978,CHRY Sample api errors,1,,,$0.01 ,$0.01 ,Yes,1,1A40E010001F915000012978,4562547,9/5/2024,CHRY Sample
5000012976,PR Sample api errors,1,,,$0.01 ,$0.01 ,Yes,1,1A40E010001F915000012976,4562959,9/5/2024,PR Sample
5000012977,EB Sample api errors,1,,,$0.01 ,$0.01 ,Yes,1,1A40E010001F915000012977,4563120,9/5/2024,EB Sample
5000012975,POM Sample,1,,,$0.01 ,$0.01 ,Yes,1,1A40E010001F915000012975,4563114,9/5/2024,POM Sample
5000012974,MB Sample api errors,1,,,$0.01 ,$0.01 ,Yes,1,1A40E010001F915000012974,4562950,9/5/2024,MB Sample
5000012973,HB Sample API ERROR,1,,,$0.01 ,$0.01 ,Yes,1,1A40E010001F915000012973,4563112,9/5/2024,HB Sample
5000012972,RB Sample API ERROR,1,,,$0.01 ,$0.01 ,Yes,1,1A40E010001F915000012972,4563110,9/5/2024,RB Sample
222540783,Purple Ice Water flowers API ERRORS,2,,,$0.02 ,$0.01 ,Yes,2,1A40E01000173ED000000320,4444327,9/5/2024,Purple Ice Water flowers
222540802,Treehouse Farms - Live Badder - Supersonic x Star Dawg - 1g API ERROR,1,,,$0.01 ,$0.01 ,Yes,1,1A40E010000277E000002985,4505840,9/5/2024,Treehouse Farms - Live Badder - Supersonic x Star Dawg - 1g
222540822,Purple Ice Water flowers API ERRORS,2,,,$0.02 ,$0.01 ,Yes,2,1A40E01000173ED000000320,4444327,9/5/2024,Purple Ice Water flowers
222540846,Treehouse Farms - Live Badder - Supersonic x Star Dawg - 1g API ERRORS,1,,,$0.01 ,$0.01 ,Yes,1,1A40E010000277E000002985,4505840,9/5/2024,Treehouse Farms - Live Badder - Supersonic x Star Dawg - 1g
D000000404,Blackwell - Oreoz small flowers,,,,$83.60 ,$1.00 ,Yes,83.6,1A40E01000173ED000000404,4642740,2/23/2023,Blackwell - Oreoz small flowers
D000000403,Blackwell - Cap Junky small flowers,38.3334,,,$409.00 ,$1.00 ,Yes,409,1A40E01000173ED000000403,4642729,2/23/2023,Blackwell - Cap Junky small flowers
D000000402,Blackwell - Cap Junky flowers,,,,$784.00 ,$1.75 ,Yes,448,1A40E01000173ED000000402,4642728,2/23/2023,Blackwell - Cap Junky flowers
E000002983,Treehouse Farms - Cured Badder - Gelato 33 - 1g API ERROR,3,,,$0.03 ,$0.01 ,Yes,3,1A40E010000277E000002983,4505839,9/5/2024,Treehouse Farms - Cured Badder - Gelato 33 - 1g
